1136,Danaldo,105
1137,Lyn-2,151
1138,Sunrise,146
1139,Falcon IV,13
1140,Potsdam,75
1141,Giselle-6,70
1142,United States-13,217
1143,China-3,42
1144,Ardilla,9
1145,Greece-4,82
1146,Windor,37
1147,Vim III,217
1148,Lasha,194
1149,Hilarius,217
1150,Hakahana,171
1151,Glider,217
1152,Jamaica-1,103
1153,Squid III,69
1154,Mamie-4,70
1155,C.V.A.-14,70
1156,Singy-37,70
1157,C.V.A.-7,70
1158,Mamie-6,70
1159,Singy-7,70
1160,Hamburg,151
1161,Mac Miche,70
1162,Camille,70
1163,Serbia-1,186
1164,Cuxhaven,208
1165,Formosa,217
1166,Danzig,20
1167,Salinero,146
1168,Sjovinge,194
1169,Brandenburg,65
1170,Hungary-3,91
1171,Freia-19,70
1172,Freia-5,70
1173,Luxembourg-1,123
1174,Satchmo,80
1175,Sea Dog-2,75
1176,Mainz,41
1177,Solos Carex,194
1178,Dow Jones,105
1179,Digby,56
